FILE,w(Genre),w(Historical),w(Interior),w(Landscape),w(Mythological),w(Portrait),w(Religious),w(StillLife),w(Study),EXPECTED,PREDICTED
rawdata/art/types/train/Landscape/08571-1variou1.jpg,0.0006,0.0008,0.0014,1.0000,0.0000,0.0003,0.0034,0.0001,0.0003,Landscape,Landscape
rawdata/art/types/train/Landscape/08572-1variou2.jpg,0.0015,0.0024,0.0047,0.9999,0.0001,0.0007,0.0084,0.0039,0.0017,Landscape,Landscape
rawdata/art/types/train/Landscape/08574-3victor0.jpg,0.0001,0.0006,0.0013,0.9999,0.0436,0.0014,0.0055,0.0019,0.0004,Landscape,Landscape
rawdata/art/types/train/Landscape/08575-3victor1.jpg,0.0017,0.0011,0.0019,0.9999,0.0001,0.0004,0.0058,0.0002,0.0006,Landscape,Landscape
rawdata/art/types/train/Landscape/08576-3victor2.jpg,0.0000,0.0004,0.0004,1.0000,0.0016,0.0002,0.0065,0.0000,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/08577-3victor3.jpg,0.0227,0.0006,0.0015,1.0000,0.0002,0.0006,0.0002,0.0001,0.0004,Landscape,Landscape
rawdata/art/types/train/Landscape/08580-3victor6.jpg,0.0047,0.0002,0.0007,1.0000,0.0001,0.0001,0.0004,0.0000,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/08617-miracles.jpg,0.1369,0.0009,0.0031,0.9995,0.0108,0.0002,0.0033,0.0009,0.0007,Landscape,Landscape
rawdata/art/types/train/Landscape/08721-shinneck.jpg,0.0023,0.0006,0.0014,1.0000,0.0002,0.0026,0.0000,0.0001,0.0003,Landscape,Landscape
rawdata/art/types/train/Landscape/08737-cascade2.jpg,0.0004,0.0005,0.0013,1.0000,0.0002,0.0005,0.0020,0.0023,0.0007,Landscape,Landscape
rawdata/art/types/train/Landscape/08744-italian1.jpg,0.0098,0.0003,0.0009,1.0000,0.0000,0.0000,0.0005,0.0001,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/08806-heatande.jpg,0.0001,0.0010,0.0016,0.9997,0.0019,0.0026,0.0034,0.0023,0.0008,Landscape,Landscape
rawdata/art/types/train/Landscape/08807-niagara.jpg,0.0005,0.0003,0.0005,0.9999,0.0000,0.0033,0.0002,0.0007,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/08808-wilderne.jpg,0.0003,0.0003,0.0006,0.9999,0.0012,0.0022,0.0002,0.0001,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/08816-harvest.jpg,0.0011,0.0002,0.0003,1.0000,0.0001,0.0005,0.0001,0.0000,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/08817-morning.jpg,0.0130,0.0004,0.0008,1.0000,0.0000,0.0004,0.0001,0.0003,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/08818-summer.jpg,0.4835,0.0001,0.0002,0.9999,0.0000,0.0000,0.0002,0.0000,0.0000,Landscape,Landscape
rawdata/art/types/train/Landscape/08831-viewsusa.jpg,0.0126,0.0004,0.0014,0.9843,0.1468,0.0017,0.0187,0.0003,0.0003,Landscape,Landscape
rawdata/art/types/train/Landscape/08920-canalgra.jpg,0.0000,0.0006,0.0020,0.9998,0.0013,0.0006,0.0023,0.0009,0.0005,Landscape,Landscape
rawdata/art/types/train/Landscape/08978-00landsc.jpg,0.0000,0.0002,0.0012,1.0000,0.0001,0.0001,0.0033,0.0001,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/08979-01mill.jpg,0.0000,0.0002,0.0004,1.0000,0.0012,0.0003,0.0022,0.0001,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/08980-01vaccin.jpg,0.0002,0.0004,0.0014,1.0000,0.0001,0.0004,0.0002,0.0003,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/08981-021medit.jpg,0.0001,0.0006,0.0018,0.9999,0.0002,0.0007,0.0004,0.0059,0.0005,Landscape,Landscape
rawdata/art/types/train/Landscape/08982-022itali.jpg,0.0001,0.0003,0.0007,0.9997,0.0635,0.0003,0.0240,0.0001,0.0003,Landscape,Landscape
rawdata/art/types/train/Landscape/08983-02campid.jpg,0.0042,0.0001,0.0006,0.9977,0.0000,0.0024,0.0017,0.0000,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/08984-02forest.jpg,0.0037,0.0026,0.0025,0.9997,0.0015,0.0042,0.0004,0.0121,0.0016,Landscape,Landscape
rawdata/art/types/train/Landscape/08985-02gegypt.jpg,0.3225,0.0010,0.0023,0.9983,0.0002,0.0087,0.0000,0.0005,0.0009,Landscape,Landscape
rawdata/art/types/train/Landscape/08986-02medici.jpg,0.0055,0.0004,0.0007,0.9999,0.0001,0.0008,0.0002,0.0001,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/08988-03moses.jpg,0.0000,0.0001,0.0006,1.0000,0.0005,0.0000,0.0014,0.0013,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/08989-04paola.jpg,0.0012,0.0006,0.0023,0.9998,0.0042,0.0003,0.0005,0.0002,0.0003,Landscape,Landscape
rawdata/art/types/train/Landscape/08990-05ursula.jpg,0.0002,0.0002,0.0009,0.9999,0.0008,0.0001,0.0007,0.0001,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/08991-06cleopa.jpg,0.0034,0.0002,0.0011,0.9998,0.0004,0.0000,0.0118,0.0000,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/08993-08tivoli.jpg,0.0001,0.0002,0.0005,1.0000,0.0004,0.0001,0.0012,0.0001,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/08994-09trojan.jpg,0.0004,0.0003,0.0009,0.9998,0.0010,0.0002,0.0008,0.0002,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/08996-11harbor.jpg,0.0019,0.0003,0.0007,0.9999,0.0000,0.0007,0.0001,0.0009,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/09002-02pontmo.jpg,0.0729,0.0001,0.0002,0.9999,0.0002,0.0000,0.0008,0.0000,0.0000,Landscape,Landscape
rawdata/art/types/train/Landscape/09003-03cephal.jpg,0.0041,0.0002,0.0003,0.9994,0.0001,0.0000,0.0039,0.0008,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/09004-04apollo.jpg,0.0036,0.0005,0.0017,0.9946,0.0255,0.0003,0.0034,0.0014,0.0005,Landscape,Landscape
rawdata/art/types/train/Landscape/09009-05ulysse.jpg,0.0026,0.0004,0.0018,0.9995,0.0096,0.0001,0.0004,0.0033,0.0003,Landscape,Landscape
rawdata/art/types/train/Landscape/09010-06landsc.jpg,0.0012,0.0003,0.0007,0.9999,0.0014,0.0002,0.0001,0.0032,0.0003,Landscape,Landscape
rawdata/art/types/train/Landscape/09011-07landsc.jpg,0.0015,0.0005,0.0011,0.9997,0.1129,0.0003,0.0006,0.0003,0.0003,Landscape,Landscape
rawdata/art/types/train/Landscape/09012-07rebecc.jpg,0.0001,0.0003,0.0012,1.0000,0.0125,0.0005,0.0002,0.0001,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/09013-08mill.jpg,0.0003,0.0002,0.0007,0.9999,0.0006,0.0003,0.0003,0.0006,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/09015-09rest.jpg,0.0001,0.0002,0.0007,0.9999,0.0003,0.0000,0.0017,0.0002,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/09016-10sheba.jpg,0.0001,0.0005,0.0016,0.9999,0.0025,0.0002,0.0009,0.0010,0.0003,Landscape,Landscape
rawdata/art/types/train/Landscape/09019-12europa.jpg,0.0001,0.0001,0.0003,1.0000,0.0009,0.0000,0.0007,0.0002,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/09021-01acis.jpg,0.0008,0.0002,0.0004,1.0000,0.0007,0.0000,0.0168,0.0001,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/09022-02apollo.jpg,0.0001,0.0003,0.0006,0.9996,0.0012,0.0029,0.0003,0.0005,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/09023-02egypt.jpg,0.0032,0.0004,0.0010,1.0000,0.0002,0.0009,0.0002,0.0014,0.0007,Landscape,Landscape
rawdata/art/types/train/Landscape/09025-02jacob.jpg,0.0014,0.0005,0.0021,0.9995,0.0007,0.0111,0.0001,0.0042,0.0004,Landscape,Landscape
rawdata/art/types/train/Landscape/09026-03landsc.jpg,0.0025,0.0010,0.0022,0.9996,0.0227,0.0111,0.0002,0.0010,0.0010,Landscape,Landscape
rawdata/art/types/train/Landscape/09028-05europa.jpg,0.0022,0.0002,0.0004,1.0000,0.0005,0.0000,0.0001,0.0003,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/09029-06hagar.jpg,0.0003,0.0001,0.0002,1.0000,0.0000,0.0002,0.0002,0.0000,0.0000,Landscape,Landscape
rawdata/art/types/train/Landscape/09030-071delph.jpg,0.0018,0.0003,0.0007,1.0000,0.0005,0.0010,0.0003,0.0001,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/09031-07delos.jpg,0.0017,0.0004,0.0026,0.9998,0.0001,0.0004,0.0003,0.0011,0.0003,Landscape,Landscape
rawdata/art/types/train/Landscape/09032-07jacob.jpg,0.0000,0.0001,0.0003,0.9999,0.0000,0.0000,0.1089,0.0000,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/09033-08seapor.jpg,0.0002,0.0002,0.0005,1.0000,0.0007,0.0000,0.0003,0.0000,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/09036-11nolime.jpg,0.0004,0.0004,0.0009,1.0000,0.0001,0.0006,0.0005,0.0000,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/09050-corner.jpg,0.0081,0.0010,0.0013,0.9994,0.0010,0.0017,0.0032,0.0008,0.0007,Landscape,Landscape
rawdata/art/types/train/Landscape/09071-babel1.jpg,0.0001,0.0003,0.0007,1.0000,0.0001,0.0004,0.0015,0.0001,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/09073-escorial.jpg,0.0009,0.0022,0.0033,0.9994,0.0002,0.0008,0.0152,0.0002,0.0011,Landscape,Landscape
rawdata/art/types/train/Landscape/09074-nimrod.jpg,0.0005,0.0016,0.0039,0.9991,0.0251,0.0028,0.0040,0.0011,0.0012,Landscape,Landscape
rawdata/art/types/train/Landscape/09075-temple.jpg,0.0001,0.0002,0.0006,1.0000,0.0000,0.0000,0.0563,0.0000,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/09106-marine1.jpg,0.0001,0.0004,0.0011,0.9981,0.0061,0.0380,0.0006,0.0075,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/09107-marine2.jpg,0.0027,0.0001,0.0003,1.0000,0.0001,0.0001,0.0001,0.0010,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/09108-marine3.jpg,0.0000,0.0003,0.0007,0.9999,0.0003,0.0048,0.0004,0.0002,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/09129-fishing.jpg,0.1368,0.0005,0.0018,0.9821,0.0249,0.0061,0.0002,0.0002,0.0004,Landscape,Landscape
rawdata/art/types/train/Landscape/09186-landscap.jpg,0.0006,0.0004,0.0035,0.9992,0.0091,0.0010,0.0034,0.0000,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/09190-rome.jpg,0.0001,0.0006,0.0016,0.9994,0.0002,0.0004,0.0152,0.0000,0.0003,Landscape,Landscape
rawdata/art/types/train/Landscape/09191-vaccino.jpg,0.0076,0.0009,0.0049,0.9999,0.0008,0.0006,0.0003,0.0006,0.0008,Landscape,Landscape
rawdata/art/types/train/Landscape/09264-age_life.jpg,0.0010,0.0005,0.0012,1.0000,0.0005,0.0002,0.0004,0.0008,0.0003,Landscape,Landscape
rawdata/art/types/train/Landscape/09268-expulsio.jpg,0.0003,0.0002,0.0004,1.0000,0.0001,0.0003,0.0175,0.0000,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/09269-falls.jpg,0.0004,0.0005,0.0012,0.9994,0.0043,0.0000,0.0039,0.0165,0.0004,Landscape,Landscape
rawdata/art/types/train/Landscape/09270-oxbow.jpg,0.0004,0.0005,0.0009,0.9999,0.0004,0.0085,0.0000,0.0006,0.0004,Landscape,Landscape
rawdata/art/types/train/Landscape/09272-titangob.jpg,0.0045,0.0031,0.0046,0.9983,0.0005,0.0311,0.0011,0.0147,0.0016,Landscape,Landscape
rawdata/art/types/train/Landscape/09340-tenbosch.jpg,0.0007,0.0003,0.0024,0.9999,0.0000,0.0005,0.0001,0.0005,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/09341-townhall.jpg,0.0049,0.0004,0.0015,0.9997,0.0000,0.0012,0.0003,0.0001,0.0003,Landscape,Landscape
rawdata/art/types/train/Landscape/09342-viewdelf.jpg,0.0034,0.0004,0.0024,0.9995,0.0004,0.0040,0.0003,0.0001,0.0003,Landscape,Landscape
rawdata/art/types/train/Landscape/09355-forest.jpg,0.0868,0.0118,0.0088,0.9994,0.0053,0.0647,0.0007,0.0047,0.0065,Landscape,Landscape
rawdata/art/types/train/Landscape/09357-landscap.jpg,0.0006,0.0010,0.0017,0.9978,0.0120,0.0159,0.0043,0.0173,0.0007,Landscape,Landscape
rawdata/art/types/train/Landscape/09360-dedham.jpg,0.0002,0.0008,0.0030,1.0000,0.0006,0.0001,0.0010,0.0005,0.0007,Landscape,Landscape
rawdata/art/types/train/Landscape/09361-dedham1.jpg,0.0012,0.0003,0.0005,1.0000,0.0000,0.0003,0.0000,0.0001,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/09367-flatfory.jpg,0.0003,0.0005,0.0015,0.9990,0.0042,0.0073,0.0003,0.0058,0.0004,Landscape,Landscape
rawdata/art/types/train/Landscape/09368-haywain.jpg,0.0021,0.0010,0.0033,0.9998,0.0005,0.0029,0.0001,0.0028,0.0009,Landscape,Landscape
rawdata/art/types/train/Landscape/09369-haywain0.jpg,0.0087,0.0017,0.0055,0.9997,0.0025,0.0125,0.0002,0.0080,0.0018,Landscape,Landscape
rawdata/art/types/train/Landscape/09372-jordan.jpg,0.0004,0.0006,0.0013,1.0000,0.0005,0.0027,0.0001,0.0009,0.0005,Landscape,Landscape
rawdata/art/types/train/Landscape/09374-leaping1.jpg,0.0030,0.0005,0.0007,1.0000,0.0001,0.0004,0.0003,0.0000,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/09375-lock.jpg,0.1390,0.0005,0.0023,0.9998,0.0022,0.0001,0.0001,0.0006,0.0004,Landscape,Landscape
rawdata/art/types/train/Landscape/09376-malvern.jpg,0.0056,0.0011,0.0014,0.9994,0.0011,0.0041,0.0000,0.0021,0.0005,Landscape,Landscape
rawdata/art/types/train/Landscape/09377-oldsarum.jpg,0.0000,0.0001,0.0002,1.0000,0.0000,0.0000,0.0021,0.0000,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/09380-salisbu2.jpg,0.0001,0.0014,0.0042,0.9999,0.0190,0.0057,0.0013,0.0006,0.0013,Landscape,Landscape
rawdata/art/types/train/Landscape/09381-salisbu3.jpg,0.0031,0.0011,0.0039,0.9999,0.0025,0.0024,0.0003,0.0004,0.0009,Landscape,Landscape
rawdata/art/types/train/Landscape/09383-salisbu5.jpg,0.0010,0.0007,0.0018,1.0000,0.0003,0.0007,0.0003,0.0007,0.0005,Landscape,Landscape
rawdata/art/types/train/Landscape/09386-thegrove.jpg,0.0012,0.0002,0.0006,1.0000,0.0000,0.0000,0.0561,0.0001,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/09412-marine1.jpg,0.0092,0.0004,0.0014,0.9996,0.0004,0.0324,0.0000,0.0041,0.0004,Landscape,Landscape
rawdata/art/types/train/Landscape/09421-bingley.jpg,0.0016,0.0007,0.0013,0.9998,0.0054,0.0002,0.0015,0.0001,0.0005,Landscape,Landscape
rawdata/art/types/train/Landscape/09422-sheep.jpg,0.0029,0.0002,0.0003,0.9997,0.0661,0.0018,0.0001,0.0022,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/09423-summer.jpg,0.0304,0.0041,0.0057,0.9991,0.0308,0.0044,0.0009,0.0082,0.0028,Landscape,Landscape
rawdata/art/types/train/Landscape/09477-corint12.jpg,0.0003,0.0009,0.0026,1.0000,0.0018,0.0001,0.0007,0.0003,0.0005,Landscape,Landscape
rawdata/art/types/train/Landscape/09545-corot01.jpg,0.0010,0.0002,0.0009,1.0000,0.0000,0.0003,0.0001,0.0000,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/09547-corot03.jpg,0.0001,0.0005,0.0012,1.0000,0.0002,0.0006,0.0003,0.0001,0.0003,Landscape,Landscape
rawdata/art/types/train/Landscape/09548-corot04.jpg,0.0004,0.0003,0.0011,0.9999,0.0002,0.0032,0.0001,0.0001,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/09549-corot05.jpg,0.0006,0.0006,0.0017,0.9997,0.0009,0.0048,0.0002,0.0017,0.0004,Landscape,Landscape
rawdata/art/types/train/Landscape/09554-corot09.jpg,0.0010,0.0003,0.0007,0.9997,0.0320,0.0001,0.0031,0.0003,0.0003,Landscape,Landscape
rawdata/art/types/train/Landscape/09558-corot13.jpg,0.0010,0.0015,0.0022,1.0000,0.0000,0.0011,0.0015,0.0007,0.0009,Landscape,Landscape
rawdata/art/types/train/Landscape/09559-corot14.jpg,0.0092,0.0014,0.0039,0.9999,0.0008,0.0130,0.0003,0.0006,0.0016,Landscape,Landscape
rawdata/art/types/train/Landscape/09561-corot151.jpg,0.0048,0.0014,0.0026,1.0000,0.0004,0.0021,0.0005,0.0028,0.0009,Landscape,Landscape
rawdata/art/types/train/Landscape/09566-corot162.jpg,0.0007,0.0004,0.0011,1.0000,0.0000,0.0000,0.0002,0.0000,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/09573-corot22.jpg,0.0000,0.0001,0.0003,1.0000,0.0000,0.0005,0.0012,0.0000,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/09817-colonnad.jpg,0.0000,0.0001,0.0007,0.9927,0.2245,0.0000,0.7289,0.0000,0.0000,Landscape,Landscape
rawdata/art/types/train/Landscape/09819-grove2.jpg,0.0009,0.0009,0.0026,0.9969,0.0000,0.0010,0.0036,0.0005,0.0005,Landscape,Landscape
rawdata/art/types/train/Landscape/09820-grove3.jpg,0.0006,0.0005,0.0013,0.9917,0.0022,0.0001,0.0171,0.0057,0.0003,Landscape,Landscape
rawdata/art/types/train/Landscape/09821-maze.jpg,0.0156,0.0039,0.0072,0.9962,0.0058,0.0310,0.0036,0.0285,0.0033,Landscape,Landscape
rawdata/art/types/train/Landscape/09829-boating.jpg,0.0020,0.0001,0.0004,0.9998,0.0000,0.0001,0.0002,0.0027,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/09831-drainage.jpg,0.1295,0.0013,0.0036,0.9993,0.0041,0.0005,0.0004,0.0026,0.0008,Landscape,Landscape
rawdata/art/types/train/Landscape/09850-courb112.jpg,0.0606,0.0036,0.0038,0.9937,0.0340,0.0049,0.0204,0.0024,0.0014,Landscape,Landscape
rawdata/art/types/train/Landscape/09857-courb118.jpg,0.2642,0.0010,0.0015,0.9967,0.0150,0.0021,0.0001,0.0020,0.0008,Landscape,Landscape
rawdata/art/types/train/Landscape/09895-courb400.jpg,0.0270,0.0014,0.0020,0.9997,0.0004,0.0076,0.0001,0.0026,0.0007,Landscape,Landscape
rawdata/art/types/train/Landscape/09898-courb4021.jpg,0.0136,0.0032,0.0035,0.9996,0.0008,0.0033,0.0059,0.0023,0.0017,Landscape,Landscape
rawdata/art/types/train/Landscape/09901-courb405.jpg,0.0021,0.0034,0.0043,0.9998,0.0069,0.0097,0.0012,0.0014,0.0023,Landscape,Landscape
rawdata/art/types/train/Landscape/09904-courb409.jpg,0.0000,0.0003,0.0006,1.0000,0.0000,0.0004,0.0013,0.0002,0.0004,Landscape,Landscape
rawdata/art/types/train/Landscape/09906-courb4101.jpg,0.0014,0.0023,0.0040,1.0000,0.0012,0.0037,0.0003,0.0004,0.0010,Landscape,Landscape
rawdata/art/types/train/Landscape/09908-courb412.jpg,0.0060,0.0007,0.0009,0.9999,0.0001,0.0392,0.0000,0.0014,0.0004,Landscape,Landscape
rawdata/art/types/train/Landscape/09909-courb4121.jpg,0.0007,0.0006,0.0014,0.9999,0.0000,0.0082,0.0032,0.0003,0.0004,Landscape,Landscape
rawdata/art/types/train/Landscape/09910-courb413.jpg,0.0340,0.0010,0.0021,0.9997,0.0003,0.0012,0.0001,0.0297,0.0011,Landscape,Landscape
rawdata/art/types/train/Landscape/09911-courb414.jpg,0.0007,0.0004,0.0007,1.0000,0.0007,0.0016,0.0001,0.0003,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/09983-landscap.jpg,0.0004,0.0005,0.0006,1.0000,0.0012,0.0001,0.0054,0.0014,0.0004,Landscape,Landscape
rawdata/art/types/train/Landscape/10044-dauphine.jpg,0.0107,0.0008,0.0013,0.9980,0.4178,0.0024,0.0050,0.0002,0.0007,Landscape,Landscape
rawdata/art/types/train/Landscape/10343-3fragmen.jpg,0.0000,0.0005,0.0014,1.0000,0.0001,0.0000,0.0914,0.0005,0.0003,Landscape,Landscape
rawdata/art/types/train/Landscape/10344-4hunt.jpg,0.0002,0.0002,0.0004,0.9996,0.0002,0.0000,0.0275,0.0001,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/10542-egmond.jpg,0.0010,0.0007,0.0008,1.0000,0.0004,0.0002,0.0005,0.0002,0.0004,Landscape,Landscape
rawdata/art/types/train/Landscape/10544-greenwoo.jpg,0.0002,0.0002,0.0006,1.0000,0.0001,0.0002,0.0001,0.0001,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/10545-schataco.jpg,0.0008,0.0002,0.0006,0.9997,0.0000,0.0051,0.0001,0.0000,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/10566-golden.jpg,0.0002,0.0020,0.0016,0.9998,0.0014,0.0062,0.0034,0.0013,0.0005,Landscape,Landscape
rawdata/art/types/train/Landscape/10567-pardigon.jpg,0.0001,0.0008,0.0009,1.0000,0.0004,0.0000,0.0037,0.0002,0.0004,Landscape,Landscape
rawdata/art/types/train/Landscape/10568-santamar.jpg,0.0010,0.0003,0.0003,0.9999,0.0000,0.0001,0.0055,0.0000,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/10580-winter.jpg,0.0002,0.0005,0.0017,1.0000,0.0001,0.0074,0.0003,0.0002,0.0005,Landscape,Landscape
rawdata/art/types/train/Landscape/10592-1timber.jpg,0.0001,0.0002,0.0011,1.0000,0.0000,0.0001,0.0004,0.0001,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/10593-27cows.jpg,0.0078,0.0008,0.0012,0.9990,0.0007,0.0052,0.0004,0.0006,0.0007,Landscape,Landscape
rawdata/art/types/train/Landscape/10595-avenue.jpg,0.1002,0.0002,0.0014,0.9997,0.0001,0.0000,0.0002,0.0001,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/10597-dairymai.jpg,0.0631,0.0030,0.0047,0.9985,0.0085,0.0123,0.0006,0.0051,0.0023,Landscape,Landscape
rawdata/art/types/train/Landscape/10602-landhunt.jpg,0.8732,0.0019,0.0057,0.8722,0.0161,0.5432,0.0000,0.0062,0.0024,Landscape,Genre
rawdata/art/types/train/Landscape/10603-meadow.jpg,0.0023,0.0003,0.0005,0.9999,0.0003,0.0001,0.0005,0.0001,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/10604-negro_pa.jpg,0.6350,0.0003,0.0011,0.9939,0.0028,0.0251,0.0001,0.0002,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/10605-panoram.jpg,0.0125,0.0002,0.0008,0.9999,0.0001,0.0007,0.0001,0.0001,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/10607-peasants.jpg,0.9160,0.0012,0.0037,0.9955,0.0094,0.0012,0.0001,0.0017,0.0010,Landscape,Landscape
rawdata/art/types/train/Landscape/10610-shepher.jpg,0.0139,0.0021,0.0046,0.9970,0.0082,0.0064,0.0006,0.0080,0.0019,Landscape,Landscape
rawdata/art/types/train/Landscape/10613-valkhof.jpg,0.0004,0.0003,0.0007,0.9999,0.0001,0.0006,0.0003,0.0001,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/10615-view_dor.jpg,0.0009,0.0004,0.0011,1.0000,0.0007,0.0011,0.0001,0.0001,0.0003,Landscape,Landscape
rawdata/art/types/train/Landscape/10616-y_herdsm.jpg,0.0137,0.0007,0.0020,0.9999,0.0083,0.0007,0.0002,0.0002,0.0006,Landscape,Landscape
rawdata/art/types/train/Landscape/10617-cows.jpg,0.0018,0.0014,0.0020,0.9987,0.0004,0.0087,0.0016,0.0002,0.0009,Landscape,Landscape
rawdata/art/types/train/Landscape/10618-evening.jpg,0.0001,0.0003,0.0006,1.0000,0.0004,0.0000,0.0006,0.0005,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/10619-ferry_bo.jpg,0.0017,0.0012,0.0027,1.0000,0.0029,0.0013,0.0006,0.0001,0.0009,Landscape,Landscape
rawdata/art/types/train/Landscape/10620-flight.jpg,0.0005,0.0016,0.0028,1.0000,0.0098,0.0008,0.0003,0.0021,0.0011,Landscape,Landscape
rawdata/art/types/train/Landscape/10624-maas.jpg,0.0010,0.0006,0.0024,0.9985,0.0000,0.0061,0.0085,0.0019,0.0007,Landscape,Landscape
rawdata/art/types/train/Landscape/10625-moonligh.jpg,0.0000,0.0004,0.0011,0.9999,0.0000,0.0014,0.0058,0.0009,0.0003,Landscape,Landscape
rawdata/art/types/train/Landscape/10626-orpheus.jpg,0.0019,0.0007,0.0008,0.9998,0.0223,0.0000,0.0229,0.0003,0.0007,Landscape,Landscape
rawdata/art/types/train/Landscape/10628-river_la.jpg,0.0000,0.0001,0.0002,0.9992,0.0013,0.0000,0.0118,0.0049,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/10649-05csont.jpg,0.0000,0.0002,0.0014,0.9983,0.0001,0.0138,0.0007,0.0004,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/10652-08csont.jpg,0.0073,0.0005,0.0021,0.9999,0.0002,0.0007,0.0002,0.0023,0.0003,Landscape,Landscape
rawdata/art/types/train/Landscape/10653-09csont.jpg,0.0000,0.0002,0.0014,0.9983,0.0001,0.0012,0.0166,0.0013,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/10658-14csont.jpg,0.0007,0.0002,0.0018,0.9997,0.0078,0.0000,0.0030,0.0053,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/10661-17csont.jpg,0.0001,0.0012,0.0021,0.9999,0.0024,0.0006,0.0023,0.0023,0.0009,Landscape,Landscape
rawdata/art/types/train/Landscape/10703-aftersto.jpg,0.0002,0.0002,0.0006,1.0000,0.0001,0.0003,0.0003,0.0009,0.0001,Landscape,Landscape
rawdata/art/types/train/Landscape/10704-belfries.jpg,0.0008,0.0003,0.0007,0.9999,0.0001,0.0019,0.0002,0.0004,0.0002,Landscape,Landscape
rawdata/art/types/train/Landscape/10705-cloud_st.jpg,0.0001,0.0007,0.0011,1.0000,0.0001,0.0002,0.0026,0.0000,0.0003,Landscape,Landscape
rawdata/art/types/train/Landscape/10707-dyrehave.jpg,0.0026,0.0021,0.0045,0.9997,0.0013,0.0288,0.0001,0.0023,0.0018,Landscape,Landscape
rawdata/art/types/train/Landscape/10708-fullmoon.jpg,0.0000,0.0003,0.0008,1.0000,0.0001,0.0015,0.0001,0.0001,0.0002,Landscape,Landscape
